# name	planet_status	mass	mass_error_min	mass_error_max	mass_sini	mass_sini_error_min	mass_sini_error_max	radius	radius_error_min	radius_error_max	orbital_period	orbital_period_error_min	orbital_period_error_max	semi_major_axis	semi_major_axis_error_min	semi_major_axis_error_max	eccentricity	eccentricity_error_min	eccentricity_error_max	inclination	inclination_error_min	inclination_error_max	angular_distance	discovered	updated	omega	omega_error_min	omega_error_max	tperi	tperi_error_min	tperi_error_max	tconj	tconj_error_min	tconj_error_max	tzero_tr	tzero_tr_error_min	tzero_tr_error_max	tzero_tr_sec	tzero_tr_sec_error_min	tzero_tr_sec_error_max	lambda_angle	lambda_angle_error_min	lambda_angle_error_max	impact_parameter	impact_parameter_error_min	impact_parameter_error_max	tzero_vr	tzero_vr_error_min	tzero_vr_error_max	k	k_error_min	k_error_max	temp_calculated	temp_calculated_error_min	temp_calculated_error_max	temp_measured	hot_point_lon	geometric_albedo	geometric_albedo_error_min	geometric_albedo_error_max	log_g	publication_status	detection_type	mass_detection_type	radius_detection_type	alternate_names	molecules	star_name	ra	dec	mag_v	mag_i	mag_j	mag_h	mag_k	star_distance	star_distance_error_min	star_distance_error_max	star_metallicity	star_metallicity_error_min	star_metallicity_error_max	star_mass	star_mass_error_min	star_mass_error_max	star_radius	star_radius_error_min	star_radius_error_max	star_sp_type	star_age	star_age_error_min	star_age_error_max	star_teff	star_teff_error_min	star_teff_error_max	star_detected_disc	star_magnetic_field	star_alternate_names
11 Com b	Confirmed	19.4	1.5	1.5	19.4	1.5	1.5				326.03	0.32	0.32	1.29	0.05	0.05	0.231	0.005	0.005				0.011664	2008	2015-08-21	94.8	1.5	1.5	2452899.6	1.6	1.6																			296.7	5.6	5.6										Published in a refereed paper	Radial Velocity					11 Com	185.1791667	17.7927778	4.74					110.6	10.5	10.5	-0.35	0.09	0.09	2.7	0.3	0.3	19.0	2.0	2.0	G8 III				4742.0	100.0	100.0			
11 UMi b	Confirmed	10.5	2.47	2.47	10.5	2.47	2.47				516.22	3.25	3.25	1.54	0.07	0.07	0.08	0.03	0.03				0.012887	2009	2009-08-13	117.63	21.06	21.06	2452861.05	2.06	2.06																															Published in a refereed paper	Radial Velocity					11 UMi	229.275	71.8238889	5.02					119.5	6.9	6.9	0.04	0.04	0.04	1.8	0.25	0.25	24.08	1.84	1.84	K4III	1.56	0.54	0.54	4340.0	70.0	70.0			
14 And b	Confirmed	5.33	0.57	0.57	5.33	0.57	0.57				185.84	0.23	0.23	0.83			0.0						0.010864	2008	2014-08-27				2452861.4	1.5	1.5																															Published in a refereed paper	Radial Velocity					14 And	352.8208333	39.2361111	5.22	4.1	3.02	2.61	2.33	76.4	4.1	4.1	-0.24			2.2	0.2	0.2	11.0	1.0	1.0	K0III				4813.0	20.0	20.0			
14 Her b	Confirmed	4.64	0.19	0.19	4.64	0.19	0.19				1773.4	2.5	2.5	2.77	0.05	0.05	0.369	0.005	0.005				0.153039	2002	2014-08-27	22.6	0.9	0.9	2451372.7	3.6	3.6																															Published in a refereed paper	Radial Velocity					14 Her	242.5958333	43.8216667	6.67					18.1			0.43	0.08	0.08	0.9			0.708	0.085	0.085	K0 V	5.1			5311.0	87.0	87.0			
16 Cyg B b	Confirmed	1.68	0.07	0.07	1.68	0.07	0.07				799.5	0.6	0.6	1.68	0.03	0.03	0.689	0.011	0.011				0.078468	1996	2014-08-27	83.4	2.1	2.1	2450539.3	1.6	1.6																															Published in a refereed paper	Radial Velocity					16 Cyg B	295.4625	50.5175	6.2					21.41	0.24	0.24	0.08	0.04	0.04	1.01	0.04	0.04	0.98	0.13	0.13	G2.5 V	8.0	1.8	1.8	5766.0	60.0	60.0			
18 Del b	Confirmed	10.3			10.3						993.3	3.2	3.2	2.6			0.08	0.01	0.01				0.035568	2008	2014-08-27	166.1	6.5	6.5	2451672.0	18.0	18.0																															Published in a refereed paper	Radial Velocity					18 Del	314.6083333	10.8391667	5.52		4.03	3.44	3.67	73.1	3.5	3.5	-0.052	0.023	0.023	2.3			8.5			G6III				4979.0	18.0	18.0			
24 Sex b	Confirmed	1.99	0.38	0.26	1.99	0.38	0.26				452.8	4.5	2.1	1.333	0.009	0.004	0.09	0.06	0.14				0.017821	2010	2014-05-23	9.2	165.4	277.9	2454762.0	172.3	172.3																															Published in a refereed paper	Radial Velocity					24 Sex	155.8666667	0.9022222	7.38					74.8	4.9	4.9	-0.03	0.04	0.04	1.54	0.08	0.08	4.9	0.08	0.08	G5	2.7	0.4	0.4	5098.0	44.0	44.0			
24 Sex c	Confirmed	0.86	0.22	0.35	0.86	0.22	0.35				883.0	14.0	32.0	2.08	0.02	0.05	0.29	0.09	0.16				0.027807	2010	2014-05-23	220.5	320.9	182.2	2454930.0	96.5	96.5																															Published in a refereed paper	Radial Velocity					24 Sex	155.8666667	0.9022222	7.38					74.8	4.9	4.9	-0.03	0.04	0.04	1.54	0.08	0.08	4.9	0.08	0.08	G5	2.7	0.4	0.4	5098.0	44.0	44.0			
30 Ari B b	Confirmed	9.88	0.94	0.94	9.88	0.94	0.94				335.1	2.5	2.5	0.995	0.012	0.012	0.289	0.092	0.092				0.025254	2009	2009-11-27	307.0	18.0	18.0	2454538.0	20.0	20.0																															Published in a refereed paper	Radial Velocity					30 Ari B	39.2416667	24.6480556	7.1					39.4	1.7	1.7	0.12	0.08	0.08	1.22	0.08	0.08	1.23	0.07	0.07	F6V	0.91	0.03	0.03	6484.0	98.0	98.0			
4 Uma b	Confirmed	7.1	1.6	1.6	7.1	1.6	1.6				269.3	1.96	1.96	0.87	0.04	0.04	0.432	0.024	0.024				0.011083	2007	2014-08-27	23.81	4.42	4.42	2452987.3936	4.31	4.31																															Published in a refereed paper	Radial Velocity					4 Uma	130.0541667	64.3280556	5.79					78.5	1.6	1.6	-0.25	0.04	0.04	1.234	0.15	0.15				K1III	4.604	2.0	2.0	4415.0	70.0	70.0			
42 Dra b	Confirmed	3.88	0.85	0.85	3.88	0.85	0.85				479.1	6.2	6.2	1.19	0.01	0.01	0.38	0.06	0.06				0.01223	2009	2009-03-23	218.7	10.6	10.6	2452757.4	3.7	3.7																															Published in a refereed paper	Radial Velocity					42 Dra	276.4958333	65.5636111	4.83					97.3	5.0	5.0	-0.46	0.05	0.05	0.98	0.05	0.05	22.03	1.0	1.0	K1.5III	9.49	1.76	1.76	4200.0	70.0	70.0			
47 Uma b	Confirmed	2.53	0.06	0.07	2.53	0.06	0.07				1078.0	2.0	2.0	2.1	0.02	0.02	0.032	0.014	0.014				0.150322	1996	2014-08-27	334.0	23.0	23.0	2451917.0	76.0	63.0																															Published in a refereed paper	Radial Velocity					47 Uma	164.8708333	40.4294444	5.1					13.97	1.91	1.91	0.0	0.07	0.07	1.03	0.05	0.05	1.24	0.04	0.04	G0V	7.4	1.9	1.9	5892.0	70.0	70.0			
47 Uma c	Confirmed	0.54	0.073	0.066	0.54	0.073	0.066				2391.0	87.0	100.0	3.6	0.1	0.1	0.098	0.096	0.047				0.257695	2001	2014-08-27	295.0	160.0	114.0	2456441.0	825.0	628.0																															Published in a refereed paper	Radial Velocity					47 Uma	164.8708333	40.4294444	5.1					13.97	1.91	1.91	0.0	0.07	0.07	1.03	0.05	0.05	1.24	0.04	0.04	G0V	7.4	1.9	1.9	5892.0	70.0	70.0			
47 Uma d	Confirmed	1.64	0.48	0.29	1.64	0.48	0.29				14002.0	5095.0	4018.0	11.6	2.9	2.1	0.16	0.16	0.09				0.830351	2010	2014-08-27	110.0	160.0	132.0	2451736.0	5051.0	6783.0																															Published in a refereed paper	Radial Velocity					47 Uma	164.8708333	40.4294444	5.1					13.97	1.91	1.91	0.0	0.07	0.07	1.03	0.05	0.05	1.24	0.04	0.04	G0V	7.4	1.9	1.9	5892.0	70.0	70.0			
51 Peg b	Confirmed	0.47	0.067	0.033	0.46	0.06	0.01	1.9	0.3	0.3	4.2308	3.72905e-05	3.72905e-05	0.052			0.0069	0.0066	0.0069	80.0	10.0	19.0	0.003537	1995	2017-01-26	54.1	72.3	72.3	2450404.4																		2497.0	0.022	0.022	55.65	0.53	0.53						0.5				Published in a refereed paper	Radial Velocity	Radial Velocity	Theoretical		CO, H2O	51 Peg	344.3625	20.7686111	5.49					14.7			0.2	0.07	0.07	1.11	0.06	0.06	1.266	0.046	0.046	G2 IV	4.0	2.5	2.5	5793.0	70.0	70.0			
55 Cnc b	Confirmed	0.84	0.031	0.23	0.84	0.031	0.131				14.65314	0.00095	0.0009	0.11339	0.00011	0.00011	0.0023	0.0016	0.0025	89.73	24.54	24.49	0.009303	1996	2017-06-11	110.0	54.0	54.0	2453035.0	2.2	2.2																			71.47	0.21	0.21										Published in a refereed paper	Radial Velocity	Radial Velocity				55 Cnc	133.1541667	28.3338889	5.95					12.34	0.4	0.4	0.31	0.04	0.04	0.905	0.015	0.015	0.943	0.01	0.01	K0IV-V	10.2	2.5	2.5	5196.0	24.0	24.0			
55 Cnc c	Confirmed	0.1784	0.0078	0.0275	0.1784	0.0078	0.0275				44.373	0.018	0.02	0.23735	0.00024	0.00024	0.072	0.014	0.013				0.019473	2002	2017-06-11	356.0	22.0	22.0	2453983.0	3.0	3.0																			10.48	0.21	0.21										Published in a refereed paper	Radial Velocity	Radial Velocity				55 Cnc	133.1541667	28.3338889	5.95					12.34	0.4	0.4	0.31	0.04	0.04	0.905	0.015	0.015	0.943	0.01	0.01	K0IV-V	10.2	2.5	2.5	5196.0	24.0	24.0			
55 Cnc d	Confirmed	3.86	0.15	0.6	3.86	0.15	0.6				4867.0	26.0	25.0	5.446	0.02	0.02	0.0269	0.0065	0.061				0.466775	2002	2017-06-11	254.0	32.0	32.0	2453490.0	437.0	437.0																			45.2	0.4	0.4										Published in a refereed paper	Radial Velocity	Radial Velocity				55 Cnc	133.1541667	28.3338889	5.95					12.34	0.4	0.4	0.31	0.04	0.04	0.905	0.015	0.015	0.943	0.01	0.01	K0IV-V	10.2	2.5	2.5	5196.0	24.0	24.0			
55 Cnc f	Confirmed	0.1479	0.0093	0.0219	0.1479	0.0093	0.0219				260.91	0.36	0.36	0.7733	0.001	0.001	0.08	0.057	0.102				0.06329	2007	2017-06-11	139.0	8.0	8.0	2451878.0	5.0	5.0																			4.8	0.2	0.2										Published in a refereed paper	Radial Velocity	Radial Velocity				55 Cnc	133.1541667	28.3338889	5.95					12.34	0.4	0.4	0.31	0.04	0.04	0.905	0.015	0.015	0.943	0.01	0.01	K0IV-V	10.2	2.5	2.5	5196.0	24.0	24.0			
6 Lyn b	Confirmed	69.0	66.0	69.0	2.4						899.0	19.0	19.0	2.2			0.134	0.052	0.052	2.0	1.0	79.0	0.038664	2008	2014-08-27	27.0	27.0	27.0	2453309.0	60.0	60.0																															Published in a refereed paper	Radial Velocity					6 Lyn	97.6958333	58.1627778	5.86	4.8	4.27	3.03	3.7	56.9	2.5	2.5	-0.13	0.02	0.02	1.7	0.2	0.2	5.2	0.3	0.3	K0IV				4978.0	18.0	18.0			
61 Vir b	Confirmed	0.016	0.0016	0.0016	0.016	0.0016	0.0016				4.215	0.0006	0.0006	0.050201	5e-06	5e-06	0.12	0.11	0.11				0.005892	2009	2009-12-15	105.0	54.0	54.0	2453369.166																																	Published in a refereed paper	Radial Velocity					61 Vir	199.6	-18.3111111	4.74					8.52	0.05	0.05	-0.01			0.95	0.03	0.03	0.94	0.029	0.029	G5V	8.96	3.0	3.0	5531.0			Imaging		HD 115617
61 Vir c	Confirmed	0.0573	0.0035	0.0035	0.0573	0.0035	0.0035				38.021	0.034	0.034	0.2175	0.0001	0.0001	0.14	0.06	0.06				0.025528	2009	2009-12-15	341.0	38.0	38.0	2453369.166																																	Published in a refereed paper	Radial Velocity					61 Vir	199.6	-18.3111111	4.74					8.52	0.05	0.05	-0.01			0.95	0.03	0.03	0.94	0.029	0.029	G5V	8.96	3.0	3.0	5531.0			Imaging		HD 115617
61 Vir d	Confirmed	0.072	0.008	0.008	0.072	0.008	0.008				123.01	0.55	0.55	0.476	0.001	0.001	0.35	0.09	0.09				0.055869	2009	2009-12-15	314.0	20.0	20.0	2453369.166																																	Published in a refereed paper	Radial Velocity					61 Vir	199.6	-18.3111111	4.74					8.52	0.05	0.05	-0.01			0.95	0.03	0.03	0.94	0.029	0.029	G5V	8.96	3.0	3.0	5531.0			Imaging		HD 115617
7 CMa b	Confirmed	2.46	0.14	0.14	2.46	0.14	0.14				796.0	7.4	7.4	1.93	0.01	0.01	0.22	0.07	0.07				0.096203	2011	2015-10-19	77.0	14.0	14.0	2454093.0	34.0	34.0																			41.8	2.4	2.4										Published in a refereed paper	Radial Velocity	Radial Velocity		HD 47205 b		7 CMa	99.1708333	-19.2558333	3.96					19.75	0.09	0.09	0.21	0.1	0.1	1.52	0.3	0.3	2.3	0.1	0.1	K1 III				4792.0	100.0	100.0			
70 Vir b	Confirmed	6.6			6.6						116.67	0.01	0.01	0.48			0.43						0.021818	1996	2010-12-29	2.1	2.0	2.0	2448990.403	0.5	0.5																															Published in a refereed paper	Radial Velocity					70 Vir	202.1083333	13.7866667	5.0					22.0			-0.11			0.92			1.968	0.047	0.047	G4 V	7.09			5432.0			IR Excess		HR 117176
75 Cet b	Confirmed	3.0			3.0						691.9	3.6	3.6	2.1										2012	2012-09-03				2452213.0	54.0	54.0																															Published in a refereed paper	Radial Velocity					75 Cet	38.0375	-1.035	5.36					81.5	7.51	7.51	0.0	0.04	0.04	2.49	0.02	0.27	10.5	1.0	1.0	G3III				4846.0	18.0	18.0			
8 Umi b	Confirmed	1.5	0.2	0.2	1.5	0.2	0.2				93.4	4.5	4.5	0.49	0.03	0.03	0.06	0.18	0.18					2015	2015-10-01	91.0	84.6	84.6	2454108.5	22.8	22.8																			46.1	4.0	4.0										Published in a refereed paper	Radial Velocity	Radial Velocity				8 Umi	224.200000016	74.900833352	6.83					159.1	11.0	11.0	-0.03	0.02	0.02	1.8	0.1	0.1	9.9	0.4	0.4	K0	1.7	0.2	0.2	4847.4	7.5	7.5			
81 Cet b	Confirmed	5.3			5.3						952.7	8.8	8.8	2.5			0.206	0.029	0.029				0.02572	2008	2014-08-27	175.0	6.9	6.9	2452486.0	26.0	26.0																															Published in a refereed paper	Radial Velocity					81 Cet	39.425	-3.3961111	5.65		3.94	3.38	3.27	97.2	9.2	9.2	-0.06	0.03	0.03	2.4	0.4	0.4	11.0	0.1	0.1	G5III									
91 Aqr b	Confirmed	3.2			3.2						181.4	0.1	0.1	0.7			0.027	0.026	0.026				0.006593	2003	2015-08-21	177.3	0.8	0.8	2453472.1	24.0	24.0																			91.0	2.3	2.3										Published in a refereed paper	Radial Velocity					91 Aqr	348.9708333	-9.0875	4.21					45.9	0.6	0.6	-0.03	0.1	0.1	1.4	0.1	0.1	11.0	0.1	0.1	K0 III	3.56	0.63	0.63	4665.0	18.0	18.0			
AS 205 A b	Confirmed	19.25	1.96	1.96	19.25	1.96	1.96				24.84	0.03	0.03	0.162	0.04	0.04	0.35	0.06	0.06					2017	2017-06-08	94.14	7.67	7.67																						1529.0	160.0	160.0										Published in a refereed paper	Radial Velocity	Radial Velocity				AS 205A	242.879166677	-18.640277796	12.4					140.0			0.0	0.5	0.5	0.9			3.7			K5				4300.0	300.0	300.0			V866 Sco
Aldebaran b	Confirmed	6.47	0.53	0.53	6.47	0.53	0.53				628.96	0.9	0.9	1.46	0.27	0.27	0.1	0.05	0.05				0.1	1998	2015-05-15	287.0	29.0	29.0	2451297.0	50.0	50.0																			142.1	7.2	7.2										Published in a refereed paper	Radial Velocity	Radial Velocity				Aldebaran	68.9791667	16.5091667	0.85					20.43	0.32	0.32	-0.27	0.05	0.05	1.13	0.11	0.11	45.1	0.1	0.1	K5III	6.6	2.4	2.4	4055.0	70.0	70.0			alf Tau
BD+03 2562 b	Confirmed	6.4	1.3	1.3	6.4	1.3	1.3				481.9	2.8	2.7	1.3	0.1	0.1	0.2	0.08	0.12					2017	2017-06-30	218.0	26.0	32.0	2453726.0	32.0	41.0																															Published in a refereed paper	Radial Velocity	Radial Velocity				BD+03 2562	177.564802922	2.76013113422	9.58					2618.0	564.0	564.0	-0.71	0.09	0.09	1.14	0.25	0.25	32.35	8.82	8.82		5.25	2.0	2.0	4095.0	20.0	20.0			
BD+14 4559 b	Confirmed	1.47			1.47						268.94	0.99	0.99	0.777			0.29	0.03	0.03				0.01554	2009	2016-02-23	87.64	7.87	7.87	2453294.21	6.35	6.35																															Published in a refereed paper	Radial Velocity					BD+14 4559	318.4	14.6894444	9.63					50.0	4.0	4.0	0.1	0.07	0.07	0.86	0.15	0.15				K2V				5008.0	20.0	20.0			
BD+15 2375 b	Confirmed	1.06	0.27	0.27	1.06	0.27	0.27				153.22	0.44	0.44	0.576	0.027	0.027	0.001	0.001	0.25					2016	2016-03-21	55.0	17.0	240.0	2457680.0	630.0	700.0																			38.3	1.0	2.3										Published in a refereed paper	Radial Velocity	Radial Velocity				BD+15 2375	176.483333352	14.616388914	10.3					774.0	165.0	165.0	-0.22	0.08	0.08	1.08	0.14	0.14	8.95	1.45	1.45		7.4			4649.0	30.0	30.0			
BD+15 2940 b	Confirmed	1.11			1.11						137.48	0.34	0.34	0.539			0.26	0.1	0.1					2013	2013-04-30	302.0	33.0	33.0	2453464.0	16.0	16.0																															Published in a refereed paper	Radial Velocity					BD+15 2940	240.0958	15.5469	9.19					585.0	455.0	455.0	0.28	0.07	0.07	1.1	0.2	0.2	14.7	2.8	2.8	K0	7.1	4.2	4.2	4796.0	117.0	117.0			
BD+20 2457 b	Confirmed	21.42			21.42						379.63	2.01	2.01	1.45			0.15	0.03	0.03				0.00725	2009	2016-02-23	207.64	21.99	21.99	2454677.53	28.19	28.19																															Published in a refereed paper	Radial Velocity					BD+20 2457	154.1875	19.8913889	9.75					200.0	100.0	100.0	-1.0	0.07	0.07	2.8	1.5	1.5				K2II				4127.0	17.0	17.0			
BD+20 2457 c	Confirmed	12.47			12.47						621.99	10.2	10.2	2.01			0.18	0.06	0.06				0.01005	2009	2016-02-23	126.02	16.54	16.54	2453867.45	27.99	27.99																															Published in a refereed paper	Radial Velocity					BD+20 2457	154.1875	19.8913889	9.75					200.0	100.0	100.0	-1.0	0.07	0.07	2.8	1.5	1.5				K2II				4127.0	17.0	17.0			
BD+20 274 c	Confirmed	4.2			4.2						578.2	3.4	3.4	1.3										2012	2013-01-17				2453920.5	33.2	33.2																															Published in a refereed paper	Radial Velocity					BD+20 274	25.9208333	21.005	9.36								-0.46	0.07	0.07	0.8	0.2	0.2	17.3	0.9	0.9	K5				4296.0	10.0	10.0			
BD+24 4697 b	Confirmed	53.0	3.0	3.0	53.0	3.0	3.0				145.081	0.016	0.016	0.5	0.08	0.08	0.50048	0.00043	0.00043					2016	2016-02-10	66.35	0.09	0.09	2455986.042	0.037	0.037																			2728.4	1.6	1.6										Published in a refereed paper	Radial Velocity	Radial Velocity				BD+24 4697	345.412500013	25.788055575	9.74					48.8			-0.11	0.02	0.02	0.75	0.05	0.05								5077.0	32.0	32.0			
BD+26 1888 b	Confirmed	26.0	2.0	2.0	26.0	2.0	2.0				536.78	0.25	0.25	1.19	0.05	0.05	0.2675	0.0016	0.0016					2016	2016-02-10	1.3	0.7	0.7	2456548.3	0.9	0.9																			805.1	1.3	1.3										Published in a refereed paper	Radial Velocity	Radial Velocity				BD+26 1888	135.629166677	25.889444467	9.76					38.0			0.02	0.04	0.04	0.76	0.08	0.08				K7				4748.0	87.0	87.0			
BD+48 738 b	Confirmed	0.91			0.91						392.6	5.5	5.5	1.0			0.2	0.1	0.1					2011	2016-02-23	358.9	31.1	31.1	2454457.2	28.5	28.5																															Submitted to a professional journal	Radial Velocity					BD +48 738	40.7083333	49.5869444	9.14								-0.2	0.07	0.07	0.74	0.39	0.39	11.0	1.0	1.0	K0III				4414.0	15.0	15.0			
BD+49 828 b	Confirmed	1.6	0.2	0.4	1.6	0.2	0.4				2590.0	180.0	300.0	4.2	0.2	0.32	0.35	0.1	0.24					2015	2015-07-26	170.0	32.0	32.0	2455470.0	170.0	200.0																			18.8	2.0	6.2										Published in a refereed paper	Radial Velocity	Radial Velocity				BD+49 828	45.641666678	49.730000025	9.38								-0.19	0.06	0.06	1.52	0.22	0.22	7.6	1.3	1.3	KO	2.3			4943.0	30.0	30.0			
BD-06 1339 b	Confirmed	0.027	0.004	0.004	0.027	0.004	0.004				3.8728	0.0004	0.0004	0.0428	0.0007	0.0007	0.0							2013	2017-05-04				2455220.5	0.1	0.1																															Published in a refereed paper	Radial Velocity			GJ 221 b		BD-06 1339	88.25	-5.9947	6.69					20.0	1.0	1.0	-0.14	0.17	0.17	0.7						K7V/M0V	4.4	4.0	4.0	4324.0	100.0	100.0			GJ 221
BD-06 1339 c	Confirmed	0.17	0.03	0.03	0.17	0.03	0.03				125.94	0.44	0.44	0.435	0.007	0.007	0.0							2013	2017-05-04				2455264.2	17.6	17.6																															Published in a refereed paper	Radial Velocity			GJ 221 c		BD-06 1339	88.25	-5.9947	6.69					20.0	1.0	1.0	-0.14	0.17	0.17	0.7						K7V/M0V	4.4	4.0	4.0	4324.0	100.0	100.0			GJ 221
BD-06 1339 d	Confirmed	0.091	0.063	0.057	0.091	0.063	0.057				500.0	26.0	32.0	1.06	0.07	0.07	0.04	0.04	0.25					2014	2017-05-04	275.0	85.0	275.0																																		Published in a refereed paper	Radial Velocity	Radial Velocity		GJ 221 d		BD-06 1339	88.25	-5.9947	6.69					20.0	1.0	1.0	-0.14	0.17	0.17	0.7						K7V/M0V	4.4	4.0	4.0	4324.0	100.0	100.0			GJ 221
BD-08 2823 b	Confirmed	0.045	0.007	0.007	0.045	0.007	0.007				5.6	0.02	0.02	0.056	0.002	0.002	0.15	0.15	0.15				0.001327	2009	2016-02-23	30.0	100.0	100.0	2454637.7	1.6	1.6																															Submitted to a professional journal	Radial Velocity					BD-08 2823	150.2	-9.5166667	9.86					42.2	2.9	2.9	-0.07	0.03	0.03	0.74	0.07	0.07				K3V	4.5	4.0	4.0	4746.0	63.0	63.0			
BD-08 2823 c	Confirmed	0.33	0.03	0.03	0.33	0.03	0.03				237.6	1.5	1.5	0.68	0.02	0.02	0.19	0.09	0.09				0.016114	2009	2016-02-23	127.0	21.0	21.0	2454193.0	13.0	13.0																															Submitted to a professional journal	Radial Velocity					BD-08 2823	150.2	-9.5166667	9.86					42.2	2.9	2.9	-0.07	0.03	0.03	0.74	0.07	0.07				K3V	4.5	4.0	4.0	4746.0	63.0	63.0			
BD-10 3166 b	Confirmed	0.46			0.46			1.03			3.4878	0.0001	0.0001	0.046			0.0104	0.0192	0.0104				0.000697	2000	2015-02-24	345.4	83.9	83.9	2451844.7																					60.53	1.44	1.44										Published in a refereed paper	Radial Velocity	Radial Velocity	Theoretical			BD-10 3166	164.6166667	-10.7702778	10.08					66.0			0.5			0.99			1.71			G4 V	4.18			5400.0					
BD-11 4672 b	Confirmed	0.53	0.05	0.05	0.53	0.05	0.05				1667.0	33.0	33.0	2.28	0.07	0.07	0.05	0.05	0.05				0.091575	2010	2016-02-23				2455899.0	38.0	46.0																			13.4	1.0	1.0										Published in a refereed paper	Radial Velocity	Radial Velocity				BD-11 4672	278.370833343	-11.636111126	10.02					27.3	1.3	1.3	-0.48	0.05	0.05	0.571	0.014	0.014	0.52	0.02	0.02	K7V	4.4	4.0	4.0	4475.0	100.0	100.0			
BD-17 63 b	Confirmed	5.1	0.12	0.12	5.1	0.12	0.12				655.6	0.6	0.6	1.34	0.02	0.02	0.54	0.005	0.005				0.038728	2008	2014-08-27	112.2	1.9	1.9	2454627.1	1.5	1.5																															Published in a refereed paper	Radial Velocity					BD-17 63	7.1416667	-16.2263889	9.62					34.6	1.5	1.5	-0.03	0.06	0.06	0.74	0.03	0.03	0.69			K5V	4.3	4.0	4.0	4714.0	93.0	93.0			
CI Tau b	Confirmed	12.31	2.39	2.39							8.9965	0.0327	0.0327							45.7	1.1	1.1		2016	2017-03-07																									1084.0	250.0	250.0										Published in a refereed paper	Radial Velocity	Radial Velocity				CI Tau	68.466666684	22.84166669	13.0											0.8	0.02	0.02				K4IV	0.002								
CoRoT-7 c	Confirmed	0.04266	0.0034	0.0034	0.0264	0.0028	0.0028				3.698	0.003	0.003	0.046			0.12	0.06	0.06				0.000307	2009	2017-06-11				2454445.0	0.7	0.7																															Published in a refereed paper	Radial Velocity					CoRoT-7	100.9541667	-1.0627778	11.7					150.0	20.0	20.0	0.03	0.07	0.07	0.93	0.03	0.03	0.87	0.04	0.04	K0V	1.5	0.3	0.3	5313.0	73.0	73.0			
DW Lyn b	Confirmed	5.58	1.44	1.44	5.58	1.44	1.44							1148.0	0.05	0.05								2013	2016-02-19																																					Published in a refereed paper	Radial Velocity	Radial Velocity				DW Lyn	106.790862503	60.6472583571			15.45															SdB D									
EPIC 210894022 b	Confirmed	0.027	0.012	0.012				0.17	0.018	0.018	5.35117	0.00055	0.00055	0.0621	0.0085	0.0092				86.2	1.0	1.0		2017	2017-08-18										2457067.9704	0.0039	0.0044							0.633	0.128	0.091				3.1	1.4	1.4	1309.0	63.0	71.0							Published in a refereed paper	Radial Velocity	Radial Velocity	Primary Transit	K2-111 b		EPIC 210894022	59.8897541778	21.2986861291	11.1		9.8	9.5	9.4	210.0	20.0	20.0	-0.53	0.05	0.05	0.89	0.02	0.02	1.23	0.1	0.1		10.77	1.45	1.45	5730.0	50.0	50.0			K2-111, Cl* Melotte 25 PELS 9, 2MASS 03593351 + 211755
GJ 15 A b	Confirmed	0.0168328980902	0.00235975206871598	0.00235975206871598	0.0168328980902	0.00235975206871598	0.00235975206871598				11.4433	0.0016	0.0016	0.0717	0.0034	0.0034	0.0							2014	2016-02-23							2455874.95	0.21	0.21																												Published in a refereed paper	Radial Velocity					GJ 15 A	4.59535550763	44.0229522831	8.08					3.587	0.01	0.01	-0.32	0.17	0.17	0.375	0.057	0.057	0.3863	0.0021	0.0021	M2V				3567.0	11.0	11.0			HD 1326A, HIP 1475, GX Andromedae, Groombridge 34, M2
GJ 160.2 b	Confirmed	0.0320926281345	0.018557955	0.022646996	0.0320926281345	0.018557955	0.022646996				5.2354	0.0065	0.0027	0.053	0.007	0.004	0.06	0.06	0.2					2014	2014-05-25	355.23																																				Published in a refereed paper	Radial Velocity					GJ 160.2	61.6451723449	-19.1468780083	9.675											0.69						M0V				4347.0					
GJ 163 b	Confirmed	0.0334	0.0019	0.0019	0.0334	0.0019	0.0019				8.633	0.00155	0.00155	0.06069	0.0001	0.0001	0.0106	0.05	0.05					2012	2016-02-23	74.73	15.7	15.7																																		Published in a refereed paper	Radial Velocity					GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 c	Confirmed	0.02285	0.0028	0.0028	0.02285	0.0028	0.0028				25.645	0.0235	0.0235	0.1254	0.0001	0.0001	0.094	0.086	0.086					2012	2016-09-12	235.4	80.0	80.0																																		Published in a refereed paper	Radial Velocity					GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 163 d	Confirmed	0.06945	0.0092	0.0092	0.06945	0.0092	0.0092				600.895	7.56	7.56	1.02689	0.0086	0.0086	0.399	0.077	0.077					2013	2016-02-23	126.915	20.5	20.5																																		Published in a refereed paper	Radial Velocity					GJ 163	62.3167	-53.3736	11.8					15.0	0.4	0.4				0.4						M3.5	3.0	2.0	7.0						
GJ 176 b	Confirmed	0.0265			0.0265						8.7836	0.0054	0.0054	0.066			0.0	0.0	0.0				0.007006	2007	2010-12-17																						2454399.79	0.33	0.33													Submitted to a professional journal	Radial Velocity					GJ 176	70.7333333	18.9580556	9.97		6.462	5.824	5.607	9.42	0.22	0.22	-0.1	0.2	0.2	0.49	0.014	0.014	0.53			M2.5V									
